COOPID, YEAR, MONTH, DAY, PRECIPITATION, MAX TEMP, MIN TEMP, MEAN TEMP
85612,2010,1,1,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,2,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,3,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,4,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,5,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,6,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,7,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,8,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,9,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,10,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,11,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,12,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,13,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,14,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,15,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,16,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,17,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,18,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,19,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,20,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,21,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,22,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,23,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,24,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,25,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,26,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,27,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,28,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,29,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,30,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,1,31,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,1,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,2,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,3,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,4,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,5,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,6,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,7,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,8,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,9,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,10,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,11,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,12,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,13,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,14,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,15,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,16,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,17,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,18,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,19,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,20,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,21,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,22,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,23,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,24,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,25,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,26,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,27,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,28,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,2,29,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,1,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,2,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,3,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,4,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,5,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,6,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,7,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,8,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,9,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,10,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,11,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,12,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,13,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,14,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,15,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,16,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,17,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,18,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,19,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,20,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,21,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,22,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,23,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,24,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,25,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,26,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,27,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,28,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,29,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,30,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,3,31,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,4,1,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,4,2,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,4,3,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,4,4,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,4,5,-99.99000,-99.90000,-99.90000, -99.90000
85612,2010,4,6,-99.99000,-99.90000,-99.90000, -99.90000
